session_code,capture_session_id,lop,nhan_goc,signer_hien_tai,so_mau,bat_dau,ket_thuc,tai_khoan_thu,so_nguoi_trong_phien,signer_de_xuat,trang_thai,ghi_chu
1785305733923,b0347755-b953-4cf2-b059-ba67ed954414,b,Khoa,"",5,2026-07-29 06:18:51,2026-07-29 06:19:28,"",1,"",UNRESOLVED,""
1785305733923,598771f9-7aff-46cb-9b28-c5d870de6b24,c,Khoa,"",5,2026-07-29 06:19:55,2026-07-29 06:20:34,"",1,"",UNRESOLVED,""
1785305733923,51add0bc-9e14-47da-8ade-dc354b0d38bf,d,Khoa,"",5,2026-07-29 06:21:06,2026-07-29 06:21:49,"",1,"",UNRESOLVED,""
1785305733923,7e283733-8ee7-448a-a161-d71b05e21db6,e,Khoa,"",5,2026-07-29 06:22:22,2026-07-29 06:22:59,"",1,"",UNRESOLVED,""
1785305733923,74a34754-9013-4328-a98f-0ff54a4149bf,g,Khoa,"",5,2026-07-29 06:23:43,2026-07-29 06:24:20,"",1,"",UNRESOLVED,""
1785305733923,8cd919f5-da94-47a4-8c8c-518cbdafdcf1,h,Khoa,"",5,2026-07-29 06:25:08,2026-07-29 06:25:45,"",1,"",UNRESOLVED,""
1785305733923,08489182-63f5-4c95-92da-cd34e331fcd1,i,Khoa,"",5,2026-07-29 06:26:15,2026-07-29 06:26:52,"",1,"",UNRESOLVED,""
1785305733923,e6481795-aafe-43ad-82aa-1a1159e9a7eb,k,Khoa,"",5,2026-07-29 06:27:27,2026-07-29 06:28:04,"",1,"",UNRESOLVED,""
1785305733923,4de122bc-a682-47fd-8f9f-8d2adf7b6027,l,Khoa,"",5,2026-07-29 06:28:38,2026-07-29 06:29:17,"",1,"",UNRESOLVED,""
1785305733923,29221974-6040-431f-9d85-9ee124307e50,m,Khoa,"",5,2026-07-29 06:30:46,2026-07-29 06:31:22,"",1,"",UNRESOLVED,""
1785305733923,bdcc2491-e4aa-41d4-981b-07cee0177470,n,Khoa,"",5,2026-07-29 06:31:49,2026-07-29 06:32:25,"",1,"",UNRESOLVED,""
1785305733923,35fe5966-c033-4a12-bdf2-bee6ffab3f0a,o,Khoa,"",5,2026-07-29 06:32:57,2026-07-29 06:33:37,"",1,"",UNRESOLVED,""
1785305733923,0823bae9-fb55-4403-b0b6-1501d6c099c1,p,Khoa,"",5,2026-07-29 06:34:17,2026-07-29 06:34:55,"",1,"",UNRESOLVED,""
1785305733923,a3122b28-2fe0-4da8-897c-27efa7ed9011,q,Khoa,"",5,2026-07-29 06:35:24,2026-07-29 06:36:02,"",1,"",UNRESOLVED,""
1785305733923,1d62c47f-4cf5-40e4-a10e-453e09803390,r,Khoa,"",5,2026-07-29 06:36:34,2026-07-29 06:37:17,"",1,"",UNRESOLVED,""
1785305733923,3187c64d-0c78-4db2-927c-51d084842da1,s,Khoa,"",5,2026-07-29 06:37:54,2026-07-29 06:38:31,"",1,"",UNRESOLVED,""
1785305733923,c64437f7-c839-44d4-8801-86f224e0984e,t,Khoa,"",5,2026-07-29 06:39:31,2026-07-29 06:40:08,"",1,"",UNRESOLVED,""
1785305733923,92c490e9-ad24-4d64-a3b5-2565b0efb107,u,Khoa,"",5,2026-07-29 06:40:29,2026-07-29 06:41:10,"",1,"",UNRESOLVED,""
1785307237079,493e1f3d-5731-4ce3-9162-6fa526ade989,a,Huy,S001,20,2026-07-29 06:41:01,2026-07-29 06:45:25,Minh6868,1,"",UNRESOLVED,""
1785305733923,731b94b1-6b78-4e79-ae23-19b912cebd3b,v,Khoa,"",5,2026-07-29 06:41:49,2026-07-29 06:42:27,"",1,"",UNRESOLVED,""
1785305733923,cf31cb06-ea47-4829-85c8-b869ccffb183,x,Khoa,"",5,2026-07-29 06:43:03,2026-07-29 06:43:41,"",1,"",UNRESOLVED,""
1785305733923,83a369ee-5f3a-4d5a-89ca-551f3fb41eb2,y,Khoa,"",5,2026-07-29 06:44:16,2026-07-29 06:44:55,"",1,"",UNRESOLVED,""
1785307975895,8f1186c6-7bdc-4034-91dd-cdc2e281a369,aw,Huy,S001,20,2026-07-29 06:55:27,2026-07-29 06:59:54,Minh6868,1,"",UNRESOLVED,""
1785307975895,c5bd5d15-e8e2-4d08-82a4-fcfe4c88971e,aa,Huy,S001,20,2026-07-29 07:00:39,2026-07-29 07:04:17,Minh6868,1,"",UNRESOLVED,""
1785307975895,2650ddbe-5ffd-43ca-9bac-bff71c7674a2,b,Huy,S001,20,2026-07-29 07:04:48,2026-07-29 07:10:15,Minh6868,1,"",UNRESOLVED,""
1785307975895,2c8b72e5-d648-4218-864b-a670409acbe3,c,Huy,S001,20,2026-07-29 07:11:43,2026-07-29 07:17:08,Minh6868,1,"",UNRESOLVED,""
1785307975895,1e45a08a-5762-4d34-ad8f-5cd10facef1d,d,Huy,S001,20,2026-07-29 07:18:18,2026-07-29 07:23:47,Minh6868,1,"",UNRESOLVED,""
1785307975895,ccd7e4fc-f9cd-4e4a-8906-973669be3aa7,e,Huy,S001,20,2026-07-29 07:28:56,2026-07-29 07:48:31,Minh6868,1,"",UNRESOLVED,""
1785307975895,be822f2a-24ea-4f68-905f-63d281168153,ee,Huy,S001,20,2026-07-29 07:48:54,2026-07-29 07:52:29,Minh6868,1,"",UNRESOLVED,""
1785307975895,2780fd46-5b91-4ed7-8f0d-04f1950e03a8,g,Huy,S001,20,2026-07-29 07:53:16,2026-07-29 07:59:11,Minh6868,1,"",UNRESOLVED,""
1785307975895,ed14c1a6-6bf1-4472-9733-f1c797c8f7e7,h,Huy,S001,20,2026-07-29 07:59:57,2026-07-29 08:13:52,Minh6868,1,"",UNRESOLVED,""
1785307975895,38f6861d-234d-40e3-8196-1ef1bbfabb69,i,Huy,S001,20,2026-07-29 08:15:31,2026-07-29 08:20:29,Minh6868,1,"",UNRESOLVED,""
1785307975895,55f83c84-909a-4d47-8274-e8b4f5db8e11,k,Huy,S001,20,2026-07-29 08:24:04,2026-07-29 08:28:02,Minh6868,1,"",UNRESOLVED,""
1785307975895,08c81355-446a-4eed-ae5e-45e375a11b11,l,Huy,S001,20,2026-07-29 08:29:38,2026-07-29 08:33:02,Minh6868,1,"",UNRESOLVED,""
1785307975895,e4302ea3-608b-4b66-9452-ae7e4a653b9c,n,Huy,S001,20,2026-07-29 08:37:24,2026-07-29 08:43:07,Minh6868,1,"",UNRESOLVED,""
1785307975895,18dde3fe-86f6-4608-b33f-07d2fd2b94d6,o,Huy,S001,20,2026-07-29 09:36:05,2026-07-29 09:48:08,Minh6868,1,"",UNRESOLVED,""
1785307975895,1088881a-728c-47dc-a599-839abe995483,oo,Huy,S001,20,2026-07-29 09:59:14,2026-07-29 10:25:53,Minh6868,1,"",UNRESOLVED,""
1785337612041,4b7a37db-90df-4ad5-b763-fef383b359b6,a,Khoa,S002,10,2026-07-29 15:14:06,2026-07-29 15:15:22,Khoa,1,"",UNRESOLVED,""
1785338133740,a5713610-c4f8-40aa-bdd4-7a99e2dd5d65,a,Khoa,S002,20,2026-07-29 15:16:13,2026-07-29 15:19:29,Khoa,1,"",UNRESOLVED,""
1785338133740,1767951f-1c00-4c28-9f1d-9cce321d7073,b,Khoa,S002,10,2026-07-29 15:20:12,2026-07-29 15:21:41,Khoa,1,"",UNRESOLVED,""
1785338600057,e8aea4ed-de40-4143-960f-11c84dfc92ba,b,Khoa,S002,10,2026-07-29 15:23:32,2026-07-29 15:25:02,Khoa,1,"",UNRESOLVED,""
1785338190799,4464dc3b-8a80-45ea-9d8e-98dc1bc1db4d,ow,Huy,S001,10,2026-07-29 15:26:41,2026-07-29 15:49:09,Minh6868,1,"",UNRESOLVED,""
1785339571033,c239978d-1894-4f08-887f-fbda51769422,a,Khang,S002,10,2026-07-29 15:39:54,2026-07-29 15:41:41,Khoa,1,"",UNRESOLVED,""
1785339571033,610f6ce9-c2ac-4161-9a40-26ab087971c3,aw,Khoa,S002,5,2026-07-29 15:43:41,2026-07-29 15:44:26,Khoa,1,"",UNRESOLVED,""
1785339873247,85755379-a69c-4220-8a7f-cdf233ae5f22,aw,Khoa,S002,10,2026-07-29 15:45:32,2026-07-29 15:47:27,Khoa,1,"",UNRESOLVED,""
1785339873247,5ad1e5ea-ce10-4698-a9db-011cf2122902,aa,Khoa,S002,10,2026-07-29 15:48:11,2026-07-29 15:50:13,Khoa,1,"",UNRESOLVED,""
1785339873247,f5be3962-16af-4e0a-9a1d-512e098a532a,b,Khoa,S002,10,2026-07-29 15:50:41,2026-07-29 15:52:25,Khoa,1,"",UNRESOLVED,""
1785338190799,457475bb-2434-4ef9-a3a7-c5761c867300,p,Huy,S001,10,2026-07-29 15:52:01,2026-07-29 15:53:20,Minh6868,1,"",UNRESOLVED,""
1785339873247,a2c7b60c-5782-48b4-a945-08248ad51cc3,c,Khoa,S002,10,2026-07-29 16:00:52,2026-07-29 16:02:56,Khoa,1,"",UNRESOLVED,""
1785339873247,f9550c9e-378c-48db-b5cc-574c7f75ee4f,d,Khoa,S002,10,2026-07-29 16:03:36,2026-07-29 16:06:02,Khoa,1,"",UNRESOLVED,""
1785339873247,bcdc2d65-fea3-4d57-9749-6b5bc744fcdc,dd,Khoa,S002,10,2026-07-29 16:07:11,2026-07-29 16:09:24,Khoa,1,"",UNRESOLVED,""
1785338190799,e06572e1-6db5-4009-8a8d-bab50b04dd9c,r,Huy,S001,10,2026-07-29 16:07:17,2026-07-29 16:08:35,Minh6868,1,"",UNRESOLVED,""
1785339873247,faea2153-347a-41d2-87ef-03deb16cabc0,e,Khoa,S002,10,2026-07-29 16:10:16,2026-07-29 16:12:47,Khoa,1,"",UNRESOLVED,""
1785339873247,1eb551f8-e6ea-4df3-b515-641bd1509689,ee,Khoa,S002,10,2026-07-29 16:14:01,2026-07-29 16:16:06,Khoa,1,"",UNRESOLVED,""
1785339873247,6ec3929c-44b3-450e-8e16-af79289cc3cf,g,Khoa,S002,10,2026-07-29 16:16:45,2026-07-29 16:18:51,Khoa,1,"",UNRESOLVED,""
1785339873247,633161e9-efeb-47ce-8254-f6b879cbcaf7,h,Khoa,S002,10,2026-07-29 16:20:43,2026-07-29 16:23:23,Khoa,1,"",UNRESOLVED,""
1785339873247,fbc2b519-d6bd-46ff-8141-5dfe21ba3922,i,Khoa,S002,10,2026-07-29 16:24:07,2026-07-29 16:27:15,Khoa,1,"",UNRESOLVED,""
1785339873247,06306269-20ea-4f85-9043-c4da5b26ad14,k,Khoa,S002,10,2026-07-29 16:28:14,2026-07-29 16:30:09,Khoa,1,"",UNRESOLVED,""
1785339873247,7df9afb2-11dc-43be-aaf6-72a7d570d048,l,Khoa,S002,10,2026-07-29 16:31:19,2026-07-29 16:33:34,Khoa,1,"",UNRESOLVED,""
1785339873247,467bf14b-c68b-413a-a79b-a232f96cf71a,m,Khoa,S002,10,2026-07-29 16:34:00,2026-07-29 16:35:42,Khoa,1,"",UNRESOLVED,""
1785339873247,310e6fa3-38ac-4b37-8565-3120ab85384b,n,Khoa,S002,10,2026-07-29 16:36:14,2026-07-29 16:38:36,Khoa,1,"",UNRESOLVED,""
1785339873247,ab36e943-a1d1-4434-a7ba-962b75786afe,o,Khoa,S002,10,2026-07-29 16:39:40,2026-07-29 16:41:20,Khoa,1,"",UNRESOLVED,""
1785339873247,7fb2116b-9a3a-49f5-a26c-a1731d089814,oo,Khoa,S002,10,2026-07-29 16:42:49,2026-07-29 16:44:41,Khoa,1,"",UNRESOLVED,""
1785339873247,18212d2b-5460-4455-858f-e1b0dd833a21,ow,Khoa,S002,10,2026-07-29 16:45:09,2026-07-29 16:46:53,Khoa,1,"",UNRESOLVED,""
1785339873247,f2968769-2350-421e-85be-6afd9d51ba4e,p,Khoa,S002,10,2026-07-29 16:47:22,2026-07-29 16:49:17,Khoa,1,"",UNRESOLVED,""
1785339873247,6f681da7-1b52-470f-9b9b-8c8cca5a1c7c,q,Khoa,S002,10,2026-07-29 16:52:14,2026-07-29 16:55:21,Khoa,1,"",UNRESOLVED,""
1785339873247,14eb689a-ada9-4456-bd7d-7432526b16b1,r,Khoa,S002,10,2026-07-29 16:55:58,2026-07-29 16:58:07,Khoa,1,"",UNRESOLVED,""
1785339873247,4e804037-2588-45a5-919f-d95f7d48211d,s,Khoa,S002,10,2026-07-29 16:58:56,2026-07-29 17:00:48,Khoa,1,"",UNRESOLVED,""
1785339873247,a2ac28e9-316f-4dd7-aa18-7edc546cac9e,t,Khoa,S002,10,2026-07-29 17:01:34,2026-07-29 17:03:16,Khoa,1,"",UNRESOLVED,""
1785339873247,05333269-8019-4ad8-88c7-d52558707347,u,Khoa,S002,10,2026-07-29 17:03:41,2026-07-29 17:05:37,Khoa,1,"",UNRESOLVED,""
1785339873247,1cacb0b3-d7ef-42de-9d0d-1af945684965,uw,Khoa,S002,10,2026-07-29 17:06:26,2026-07-29 17:08:16,Khoa,1,"",UNRESOLVED,""
1785339873247,1bb7a3a7-4752-44b6-a147-06a03295ffc7,v,Khoa,S002,10,2026-07-29 17:09:10,2026-07-29 17:11:01,Khoa,1,"",UNRESOLVED,""
1785339873247,7892ac97-30f0-4131-9712-7f6f654d4e37,x,Khoa,S002,10,2026-07-29 17:11:28,2026-07-29 17:13:06,Khoa,1,"",UNRESOLVED,""
1785339873247,aafdefcf-4c59-4a9c-9bb5-032da2f74584,y,Khoa,S002,10,2026-07-29 17:13:45,2026-07-29 17:15:43,Khoa,1,"",UNRESOLVED,""
1785377506734,8fde32d8-15c3-4e5d-9af2-77ae4aed09fa,s,Huy,S001,10,2026-07-30 02:12:53,2026-07-30 02:14:42,Minh6868,1,"",UNRESOLVED,""
1785377506734,2e744bcd-aa81-4493-bda6-db9914ef3ee1,t,Huy,S001,10,2026-07-30 02:15:19,2026-07-30 02:16:57,Minh6868,1,"",UNRESOLVED,""
1785377506734,fcef0882-12ad-43c7-98db-9eb2424bf46a,u,Huy,S001,10,2026-07-30 02:17:38,2026-07-30 02:19:14,Minh6868,1,"",UNRESOLVED,""
1785377506734,a10ebb3b-64b7-4c17-a59a-bd3d50365227,uw,Huy,S001,10,2026-07-30 02:19:57,2026-07-30 02:21:35,Minh6868,1,"",UNRESOLVED,""
1785377506734,30b4e491-8c60-4509-985b-5345e0b483ac,v,Huy,S001,10,2026-07-30 02:22:00,2026-07-30 02:24:16,Minh6868,1,"",UNRESOLVED,""
1785377506734,535939ff-863a-453c-acc0-797f48b60a46,x,Huy,S001,10,2026-07-30 02:25:18,2026-07-30 02:27:03,Minh6868,1,"",UNRESOLVED,""
1785377506734,65262d5d-0fcc-478c-aaa6-eeb3c9b2e369,y,Huy,S001,10,2026-07-30 02:28:28,2026-07-30 02:30:07,Minh6868,1,"",UNRESOLVED,""
1785377506734,25579c0f-8ca2-46c5-8730-e608531e88a2,z,Huy,S001,10,2026-07-30 02:30:32,2026-07-30 02:32:11,Minh6868,1,"",UNRESOLVED,""
1785400340784,1f217221-e8fb-43b2-ae06-322bb54239d6,nan-mun,Thu Ngân,"",5,2026-07-30 08:34:54,2026-07-30 08:35:32,"",1,"",UNRESOLVED,""
1785400340784,86f7ea5f-62d0-45b9-8302-48c26999b6f1,up-mong,Trâm,"",5,2026-07-30 08:37:17,2026-07-30 08:38:02,"",1,"",UNRESOLVED,""
1785400340784,1af35746-3bcf-4508-8a0c-02edd9586e9e,cat-da,Trâm,"",5,2026-07-30 08:38:45,2026-07-30 08:39:28,"",1,"",UNRESOLVED,""
1785400340784,2d9b79b8-4fb8-4413-b959-cb7fa93c1306,lam-mat-meo,Trâm,"",5,2026-07-30 08:40:40,2026-07-30 08:41:23,"",1,"",UNRESOLVED,""
1785400340784,8f6a062a-cccc-4dc7-a01b-74769c609c97,duoi-mong,Trâm,"",5,2026-07-30 08:42:05,2026-07-30 08:42:48,"",1,"",UNRESOLVED,""
1785400340784,99c37c38-8911-4d29-a7a2-9951cc8b7e86,son-mong,Trâm,"",5,2026-07-30 08:43:44,2026-07-30 08:44:22,"",1,"",UNRESOLVED,""
1785400340784,5813a866-10d4-4fb9-91e3-d75672c79009,ho-gel,Trâm,"",5,2026-07-30 08:48:28,2026-07-30 08:49:14,"",1,"",UNRESOLVED,""
1785400340784,542588d1-7028-484d-a4f8-679b7824744e,tay-mong,Trâm,"",5,2026-07-30 08:51:44,2026-07-30 08:52:23,"",1,"",UNRESOLVED,""
1785400340784,c0bba9f4-34b9-416f-ac05-6c1927858ca4,dap-bot,Trâm,"",5,2026-07-30 08:54:06,2026-07-30 08:54:46,"",1,"",UNRESOLVED,""
1785402117148,b5b384f6-4843-46c3-b2a2-883f9595e33c,cat-da,Trâm,"",5,2026-07-30 09:06:20,2026-07-30 09:08:53,"",1,"",UNRESOLVED,""
1785402824308,99a0547f-9c31-4e9f-bac5-ca0e0931d63c,nan-mun,Thu Ngân,"",1,2026-07-30 09:14:50,2026-07-30 09:14:50,"",1,"",UNRESOLVED,""
1785402916070,10c2772b-994a-46d8-8971-bcdf69367e5d,nan-mun,Thu Ngân,"",5,2026-07-30 09:16:14,2026-07-30 09:17:01,"",1,"",UNRESOLVED,""
1787102076263,2f8ea578-d13d-4d29-9a3f-dd2434640a5a,xin-chao,Minh,S001,2,2026-08-19 01:15:47,2026-08-19 01:15:51,Minh6868,1,"",UNRESOLVED,""
1787383622276,2c8bc0e4-3ed7-4d5e-9fe8-846df3e8192e,xin-chao,Minh,S103,1,2026-08-22 07:28:58,2026-08-22 07:28:58,Minh123,1,"",UNRESOLVED,""
1787386215744,4b046f78-32c4-4855-855c-59f372b7f76d,xin-chao,Minh,S104,1,2026-08-22 08:11:47,2026-08-22 08:11:47,Minh1234,1,"",UNRESOLVED,""
