table_name,ordinal,column_name,data_type,nullable,column_default,is_pk,is_fk,identity,generated,description
tenant_usage_daily,5,computed_at,timestamp with time zone,NO,now(),"","","","",""
tenants,1,tenant_id,text,NO,"",PK,"","","",""
tenants,2,display_name,text,YES,"","","","","",""
tenants,3,slug,text,YES,"","","","","",""
tenants,4,is_active,boolean,NO,true,"","","","",""
tenants,5,created_at,timestamp with time zone,NO,now(),"","","","",""
tenants,6,deleted_at,timestamp with time zone,YES,"","","","","",""
tenants,7,cloned_from_community_version,bigint,YES,"","",FK,"","",""
tenants,8,cloned_at,timestamp with time zone,YES,"","","","","",""
tenants,9,plan_code,text,NO,'free'::text,"",FK,"","",""
tenants,10,billing_status,text,NO,'active'::text,"","","","",""
tenants,11,trial_ends_at,timestamp with time zone,YES,"","","","","",""
tenants,12,current_period_start,timestamp with time zone,YES,"","","","","",""
tenants,13,current_period_end,timestamp with time zone,YES,"","","","","",""
tenants,14,is_self_serve,boolean,NO,false,"","","","",""
tenants,15,owner_user_id,uuid,YES,"","",FK,"","",""
tenants,16,suspended_at,timestamp with time zone,YES,"","","","","",""
tenants,17,suspended_reason,text,YES,"","","","","",""
tenants,18,tenant_type,text,NO,'ORGANIZATION'::text,"","","","",""
tenants,19,is_system_reserved,boolean,NO,false,"","","","",""
tenants,21,billing_exempt,boolean,NO,false,"","","","",""
training_job_classes,1,job_id,text,NO,"",PK,FK,"","",""
training_job_classes,2,class_idx,integer,NO,"",PK,"","","",""
training_job_classes,3,class_uid,text,YES,"","",FK,"","",""
training_job_classes,4,label,text,NO,"","","","","",""
training_job_classes,5,tenant_id,text,NO,"","",FK,"","",""
training_jobs,1,job_id,text,NO,"",PK,"","","",""
training_jobs,2,status,text,NO,"","","","","",""
training_jobs,3,model_type,text,YES,"","","","","",""
training_jobs,4,config,jsonb,YES,"","","","","",""
training_jobs,5,auth_user_id,uuid,YES,"","",FK,"","",""
training_jobs,6,created_at,timestamp with time zone,YES,"","","","","",""
training_jobs,7,started_at,timestamp with time zone,YES,"","","","","",""
training_jobs,8,completed_at,timestamp with time zone,YES,"","","","","",""
training_jobs,9,current_epoch,integer,NO,0,"","","","",""
training_jobs,10,total_epochs,integer,NO,0,"","","","",""
training_jobs,11,checkpoint_path,text,YES,"","","","","",""
training_jobs,12,test_acc,real,YES,"","","","","",""
training_jobs,13,test_f1,real,YES,"","","","","",""
training_jobs,14,error_message,text,YES,"","","","","",""
training_jobs,15,promoted_at,timestamp with time zone,YES,"","","","","",""
training_jobs,16,evaluation,jsonb,YES,"","","","","",""
training_jobs,17,superseded_at,timestamp with time zone,YES,"","","","","",""
training_jobs,18,tenant_id,text,NO,"","",FK,"","",""
training_jobs,19,registry_version,bigint,YES,"","",FK,"","",""
training_metrics,1,job_id,text,NO,"",PK,FK,"","",""
training_metrics,2,epoch,integer,NO,"",PK,"","","",""
training_metrics,3,train_loss,real,YES,"","","","","",""
training_metrics,4,train_acc,real,YES,"","","","","",""
training_metrics,5,val_loss,real,YES,"","","","","",""
training_metrics,6,val_acc,real,YES,"","","","","",""
training_metrics,7,val_f1,real,YES,"","","","","",""
training_metrics,8,created_at,timestamp with time zone,NO,now(),"","","","",""
training_metrics,9,tenant_id,text,NO,"","",FK,"","",""
user_action_passcodes,1,user_id,uuid,NO,"",PK,FK,"","",""
user_action_passcodes,2,passcode_hash,text,NO,"","","","","",""
user_action_passcodes,3,status,text,NO,'ACTIVE'::text,"","","","",""
user_action_passcodes,4,failed_count,smallint,NO,0,"","","","",""
user_action_passcodes,5,created_at,timestamp with time zone,NO,now(),"","","","",""
user_action_passcodes,6,updated_at,timestamp with time zone,NO,now(),"","","","",""
user_action_passcodes,7,locked_until,timestamp with time zone,YES,"","","","","",""
user_action_passcodes,8,revoked_at,timestamp with time zone,YES,"","","","","",""
user_consents,1,consent_id,uuid,NO,"",PK,"","","",""
user_consents,2,user_id,uuid,NO,"","",FK,"","",""
user_consents,3,kind,text,NO,"","",FK,"","",""
user_consents,4,version,text,NO,"","",FK,"","",""
user_consents,5,accepted_at,timestamp with time zone,NO,now(),"","","","",""
user_consents,6,ip_hash,text,YES,"","","","","",""
user_consents,7,user_agent,text,YES,"","","","","",""
user_consents,8,withdrawn_at,timestamp with time zone,YES,"","","","","",""
user_consents,9,source,text,NO,'user'::text,"","","","",""
user_consents,10,note,text,NO,''::text,"","","","",""
user_consents,11,recorded_by,uuid,YES,"","",FK,"","",""
user_recovery_codes,1,code_hash,text,NO,"",PK,"","","",""
user_recovery_codes,2,user_id,uuid,NO,"","",FK,"","",""
user_recovery_codes,3,used_at,timestamp with time zone,YES,"","","","","",""
user_recovery_codes,4,created_at,timestamp with time zone,NO,now(),"","","","",""
user_totp,1,user_id,uuid,NO,"",PK,FK,"","",""
user_totp,2,secret_enc,text,NO,"","","","","",""
user_totp,3,confirmed_at,timestamp with time zone,YES,"","","","","",""
user_totp,4,last_used_step,bigint,YES,"","","","","",""
user_totp,5,created_at,timestamp with time zone,NO,now(),"","","","",""
users,1,id,uuid,NO,"",PK,"","","",""
users,2,username,text,NO,"","","","","",""
users,3,email,text,NO,"","","","","",""
users,4,password_hash,text,NO,"","","","","",""
users,5,is_active,boolean,NO,true,"","","","",""
users,6,is_admin,boolean,NO,false,"","","","",""
users,7,created_at,timestamp with time zone,NO,now(),"","","","",""
users,8,role_id,uuid,YES,"","",FK,"","",""
users,9,phone_number,character varying(20),YES,"","","","","",""
users,10,updated_at,timestamp with time zone,YES,"","","","","",""
users,11,deleted_at,timestamp with time zone,YES,"","","","","",""
users,12,tenant_id,text,NO,"","",FK,"","",""
users,13,email_verified_at,timestamp with time zone,YES,"","","","","",""
users,14,phone_verified_at,timestamp with time zone,YES,"","","","","",""
users,15,sessions_invalid_before,timestamp with time zone,YES,"","","","","",""
users,16,active_tenant_id,text,YES,"","","","","",""
verification_codes,1,challenge_id,uuid,NO,"",PK,"","","",""
verification_codes,2,user_id,uuid,YES,"","",FK,"","",""
verification_codes,3,purpose,text,NO,"","","","","",""
verification_codes,4,channel,text,NO,"","","","","",""
verification_codes,5,destination,text,NO,"","","","","",""
verification_codes,6,code_hash,text,NO,"","","","","",""
verification_codes,7,attempts,integer,NO,0,"","","","",""
verification_codes,8,max_attempts,integer,NO,5,"","","","",""
verification_codes,9,created_at,timestamp with time zone,NO,now(),"","","","",""
verification_codes,10,expires_at,timestamp with time zone,NO,"","","","","",""
verification_codes,11,consumed_at,timestamp with time zone,YES,"","","","","",""
vocabulary_groups,1,tenant_id,text,NO,"",PK,FK,"","",""
vocabulary_groups,2,group_id,text,NO,"",PK,"","","",""
vocabulary_groups,3,display_name,text,NO,"","","","","",""
vocabulary_groups,4,display_order,integer,NO,0,"","","","",""
vocabulary_groups,5,is_active,boolean,NO,true,"","","","",""
vocabulary_groups,6,created_at,timestamp with time zone,NO,now(),"","","","",""
vocabulary_registry_meta,1,tenant_id,text,NO,'default'::text,PK,FK,"","",""
vocabulary_registry_meta,2,version,bigint,YES,"","",FK,"","",""
vocabulary_registry_meta,3,updated_at,timestamp with time zone,NO,now(),"","","","",""
webhook_deliveries,1,delivery_id,uuid,NO,"",PK,"","","",""
webhook_deliveries,2,tenant_id,text,NO,"","",FK,"","",""
webhook_deliveries,3,endpoint_id,uuid,NO,"","",FK,"","",""
webhook_deliveries,4,event_type,text,NO,"","","","","",""
webhook_deliveries,5,payload,jsonb,NO,"","","","","",""
webhook_deliveries,6,status,text,NO,'pending'::text,"","","","",""
webhook_deliveries,7,attempts,integer,NO,0,"","","","",""
webhook_deliveries,8,last_status_code,integer,YES,"","","","","",""
webhook_deliveries,9,last_error,text,YES,"","","","","",""
webhook_deliveries,10,next_attempt_at,timestamp with time zone,NO,now(),"","","","",""
webhook_deliveries,11,created_at,timestamp with time zone,NO,now(),"","","","",""
webhook_deliveries,12,delivered_at,timestamp with time zone,YES,"","","","","",""
webhook_endpoints,1,endpoint_id,uuid,NO,"",PK,"","","",""
webhook_endpoints,2,tenant_id,text,NO,"","",FK,"","",""
webhook_endpoints,3,url,text,NO,"","","","","",""
webhook_endpoints,4,secret,text,NO,"","","","","",""
webhook_endpoints,5,event_types,text,NO,'*'::text,"","","","",""
webhook_endpoints,6,is_active,boolean,NO,true,"","","","",""
webhook_endpoints,7,description,text,NO,''::text,"","","","",""
webhook_endpoints,8,created_by,uuid,YES,"","",FK,"","",""
webhook_endpoints,9,created_at,timestamp with time zone,NO,now(),"","","","",""
webhook_endpoints,10,last_success_at,timestamp with time zone,YES,"","","","","",""
webhook_endpoints,11,last_failure_at,timestamp with time zone,YES,"","","","","",""
webhook_endpoints,12,failure_streak,integer,NO,0,"","","","",""
webhook_endpoints,13,disabled_at,timestamp with time zone,YES,"","","","","",""
webhook_endpoints,14,disabled_reason,text,YES,"","","","","",""
workspaces,1,workspace_id,uuid,NO,gen_random_uuid(),PK,"","","",""
workspaces,2,tenant_id,text,NO,"","",FK,"","",""
workspaces,3,name,text,NO,"","","","","",""
workspaces,4,description,text,NO,''::text,"","","","",""
workspaces,5,status,text,NO,'ACTIVE'::text,"","","","",""
workspaces,6,is_default,boolean,NO,false,"","","","",""
workspaces,7,created_at,timestamp with time zone,NO,now(),"","","","",""
workspaces,8,archived_at,timestamp with time zone,YES,"","","","","",""
workspaces,9,deleted_at,timestamp with time zone,YES,"","","","","",""
